Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC22 Production from HFC23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems - Offshore Production,Petroleum and Natural Gas Systems - Processing,Petroleum and Natural Gas Systems - Transmission/Compression,Petroleum and Natural Gas Systems - Underground Storage,Petroleum and Natural Gas Systems - LNG Storage,Petroleum and Natural Gas Systems - LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,CO2 used for NH3 / Lime?,Supplier of CO2?,CEMS?
1004377,1.10E+11,121 REGIONAL DISPOSAL FACILITY,MELISSA,TX,75454,3820 SAM RAYBURN HIGHWAY,COLLIN COUNTY,33.3,-96.54,562212,HH,Waste,314493.75,,314493.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314493.75,,,,N,N,N
1010040,1.10E+11,15-18565/15-18662,Hazard,KY,40701,1021 Tori Drive,PERRY COUNTY,37.27,-83.24,212112,FF,Other,112348.75,,112348.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112348.75,,,,,,N,N,N
1000112,1.10E+11,23rd and 3rd,BROOKLYN,NY,11232,730 3rd Avenue,Kings,40.66,-74,221112,"C,D",Power Plants,46081.78,46035.2,21.25,25.33,,,,,,,,,,163.3,45918.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003742,1.10E+11,31st Street Landfill,WESTCHESTER,IL,60154,11700 W 31ST ST,COOK COUNTY,41.83,-87.92,562212,"C,HH",Waste,7750.748,319.2,7431.25,0.298,,,,,,,,,,319.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7431,,,,N,N,N
1003188,1.10E+11,3M BROWNWOOD,BROWNWOOD,TX,76801,4501 HIGHWAY 377 SOUTH,BROWN COUNTY,31.67,-99,326113,"C,N",Minerals,28243.244,28214.2,13.25,15.794,,,,,,,,,,28117.044,,,,,,,,,126.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005043,1.10E+11,3M CO,MAPLEWOOD,MN,55144,,RAMSEY COUNTY,44.95,-93,541715,C,Other,82787.508,82686.6,42.5,58.408,,,,,,,,,,82787.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003739,1.10E+11,3M CO - GUIN,GUIN,AL,35563,6675 US HIGHWAY 43,MARION COUNTY,33.97,-87.9,326113,"C,N",Minerals,31129.936,31098.7,14.25,16.986,,,,,,,,,,30441.336,,,,,,,,,688.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007698,1.10E+11,3M CO - WAUSAU DOWNTOWN,WAUSAU,WI,54401,144 ROSECRANS ST,MARATHON COUNTY,44.95,-89.64,212313,C,Other,41219.744,41177,19.5,23.244,,,,,,,,,,41219.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004206,1.10E+11,3M COMPANY,DECATUR,AL,35609,1400 STATE DOCKS RD.,MORGAN COUNTY,34.64,-87.04,325211,"C,L,OO","Chemicals,Industrial Gas Suppliers",45773.58156,43951.6,20.75,25.032,74,,,,,,2.19956,1700,,43997.382,,,,,,,,1776.19956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006665,1.10E+11,3M CORDOVA,CORDOVA,IL,61242,22614 ROUTE 84 NORTH,ROCK ISLAND COUNTY,41.76,-90.28,325998,"C,L,OO","Chemicals,Industrial Gas Suppliers",687525.6494,31109.2,14.5,17.88,10036.592,589560.974,1076.16,1050.92,43354.69,4667.6034,2.53,6634.6,,31141.58,,,,,,,,656384.0694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004836,1.10E+11,3M Cottage Grove Center - Site,Cottage Grove,MN,55016,10746 Innovation Rd,WASHINGTON COUNTY,44.79,-92.91,325998,"C,L,N,OO","Chemicals,Industrial Gas Suppliers,Minerals",73720.28917,48316.1,27.75,54.534,210.228,136.383,,,23361.478,78.9539,2.462267,1532.4,2103,47711.484,,,,,,,,25321.90517,686.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003408,1.10E+11,3M INDUSTRIAL MINERAL PRODUCTS DIVISION,LITTLE ROCK,AR,72206,3110 WALTERS DRIVE,PULASKI COUNTY,34.71,-92.25,212399,C,Other,32655.028,32621.6,15.25,18.178,,,,,,,,,,32655.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004914,1.10E+11,3M MAGNETIC TAPE MANUFACTURING DIVISION,HUTCHINSON,MN,55350,905-915 ADAMS STREET SOUTHEAST,MCLEOD COUNTY,44.88,-94.36,326199,C,Other,36926.26,36887.9,17.5,20.86,,,,,,,,,,36926.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004804,1.10E+11,3M NEVADA PLANT,NEVADA,MO,64772,2120 E. AUSTIN,VERNON COUNTY,37.83,-94.33,326113,C,Other,34006.772,33971.7,16,19.072,,,,,,,,,,34006.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1013282,,3M Pittsboro,Moncure,NC,27559,4191 Hwy 87 South,,35.66,-79.18,327999,C,Minerals,29339.24,29309.1,13.75,16.39,,,,,,,,,,29339.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001106,1.10E+11,48th Street Peaking Station,HOLLAND,MI,49423,491 E 48TH ST,Allegan,42.76,-86.09,221112,"C,D",Power Plants,38254.66,38216.3,17.5,20.86,,,,,,,,,,84.3,38170.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004680,1.10E+11,58TH ST LF (MAIN COUNTY LF),MIAMI,FL,33178,8831 NW 58TH ST,MIAMI-DADE COUNTY,25.83,-80.35,562212,HH,Waste,60334.5,,60334.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60334.5,,,,N,N,N
1000766,1.10E+11,59th Street,NEW YORK,NY,10019,850 12TH AVE,New York,40.77,-73.99,221330,C,Power Plants,180185.666,179998.5,85.25,101.916,,,,,,,,,,180185.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000767,1.10E+11,74th Street,NEW YORK,NY,10021,506 E 75TH ST,New York,40.77,-73.95,221330,C,Power Plants,195068.358,194857.1,93.25,118.008,,,,,,,,,,195068.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001033,1.10E+11,A B Brown Generating Station,MOUNT VERNON,IN,47620,8511 WELBORN ROAD,Posey,37.91,-87.72,221112,D,Power Plants,3077205.934,3052764.3,8943.25,15498.384,,,,,,,,,,,3077205.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012058,1.10E+11,"A.C.M.S., Inc.",Lake Panasoffkee,FL,33538,835 CR 529,SUMTER COUNTY,28.74,-82.09,562212,HH,Waste,255049.25,,255049.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255049.25,,,,N,N,N
1013527,,A.J. Mihm Generating Station,Pelkie,MI,49958,816017 Sarya Road,,46.79,-88.62,221112,C,Power Plants,119056.152,118933.4,56,66.752,,,,,,,,,,119056.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002983,1.10E+11,ABBOTT PARK FACILITY,ABBOTT PARK,IL,60064,100 ABBOTT PARK RD,LAKE COUNTY,42.3,-87.89,424210,C,Other,56477.688,56419.6,26.5,31.588,,,,,,,,,,56477.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007514,1.10E+11,ABBVIE LTD.,BARCELONETA,PR,617,RD 2 KM 58.0,BARCELONETA MUNICIPIO,18.43,-66.57,325412,C,Chemicals,61957.898,61880.9,32,44.998,,,,,,,,,,61957.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004511,1.10E+11,ABC COKE,TARRANT,AL,35217,ONE RAILROAD AVENUE,JEFFERSON COUNTY,33.58,-86.78,324199,"C,Q",Metals,175860.388,175705.8,48.5,106.088,,,,,,,,,,166466.052,,,,,,,,,,,,9394.336,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005353,1.10E+11,ABERDEEN ENERGY LLC,MINA,SD,57451,13435 370TH AVENUE,EDMUNDS COUNTY,45.44,-98.79,325193,C,Other,190887.632,190690.9,89.75,106.982,,,,,,,,,,190887.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006971,1.10E+11,ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,APG,MD,21005,4304 Susquehanna Ave,HARFORD COUNTY,39.48,-76.14,928110,C,Other,98481.41,98337.5,56,87.91,,,,,,,,,,98481.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002627,1.10E+11,ABSOLUTE ENERGY LLC,ST ANSGAR (MONA),IA,50472,1372 STATELINE ROAD,MITCHELL COUNTY,43.5,-92.92,325193,"C,II","Other,Waste",147591.632,147324.5,182.5,84.632,,,,,,,,,530.2,147479.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.25,,,N,N,N
1006529,1.10E+11,ACADIA PARISH POLICE JURY - ACADIA PARISH SANITARY LANDFILL,EGAN,LA,70531,611 PETAL RD,ACADIA PARISH,30.26,-92.53,562111,HH,Waste,45791.5,,45791.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45791.5,,,,N,N,N
1004761,1.10E+11,ACE ETHANOL LLC,STANLEY,WI,54768,815 WEST MAPLE STREET,CHIPPEWA COUNTY,44.96,-90.96,325193,"C,PP","Other,Suppliers of CO2",75318.816,75241,35.5,42.316,,,,,,,,,,75318.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005601,1.10E+11,ACME BRICK CO ELGIN PLANT,ELGIN,TX,78621,1776 OLD MCDADE RD,BASTROP COUNTY,30.33,-97.29,327120,C,Minerals,24461.508,24436.3,11.5,13.708,,,,,,,,,,24461.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005046,1.10E+11,ACME GYPSUM FACILITY,QUANAH,TX,79252,4164 HIGHWAY 285,HARDEMAN COUNTY,34.32,-99.82,327420,C,Minerals,37011.56,36973.2,17.5,20.86,,,,,,,,,,37011.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002731,1.10E+11,ADA COGENERATION,ADA,MI,49355,7575 FULTON STREET EAST,KENT COUNTY,42.93,-85.43,221112,C,Power Plants,104600.056,104492.1,49.25,58.706,,,,,,,,,,104600.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003752,1.10E+11,"ADA Carbon Solutions (Red River), LLC",Coushatta,LA,71019,201 Red River Mine Road,RED RIVER PARISH,32.01,-93.39,325998,C,Chemicals,273324.876,273318.3,3,3.576,,,,,,,,,,273324.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003422,1.10E+11,ADKINS ENERGY LLC,LENA,IL,61048,4350 WEST GALENA ROAD,STEPHENSON COUNTY,42.36,-89.8,325193,C,Other,90388.16,90295,42.5,50.66,,,,,,,,,,90388.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002154,1.10E+11,ADM - MANKATO,MANKATO,MN,56001,2019 3RD AVENUE,BLUE EARTH COUNTY,44.19,-94,311225,C,Other,128883.532,128030.7,313.75,539.082,,,,,,,,,,128883.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006208,1.10E+11,ADM CORN PROCESSING,CLINTON,IA,52732,1251 BEAVER CHANNEL PARKWAY,CLINTON COUNTY,41.82,-90.21,311221,"C,TT","Other,Waste",2114570.57,2097852.2,6306.25,10412.12,,,,,,,,,101502.5,2114367.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,N,N,N
1006047,1.10E+11,ADM CORN PROCESSING,CEDAR RAPIDS,IA,52404,1350 WACONIA AVENUE SOUTHWEST,LINN COUNTY,41.92,-91.69,311221,"C,II","Other,Waste",2754252.748,2737049,7138.5,10065.248,,,,,,,,,2448.5,2752987.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264.75,,,N,N,N
1010610,1.10E+11,ADM Deerfield,Deerfield,MO,64741,17700 South Highway T,VERNON COUNTY,37.81,-94.59,311224,C,Other,41564.144,41521.4,19.5,23.244,,,,,,,,,,41564.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1011855,1.10E+11,ADM Fostoria,Fostoria,OH,44830,608 FINDLAY ROAD,HANCOCK COUNTY,41.15,-83.43,311224,C,Other,27869.194,27840.4,13,15.794,,,,,,,,,,27869.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000376,1.10E+11,ADM QUINCY,QUINCY,IL,62305,2100 GARDNER EXPRESSWAY,ADAMS COUNTY,39.9,-91.41,311224,C,Other,95857.538,95758.6,45,53.938,,,,,,,,,,95857.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006080,1.10E+11,ADM SOUTHERN CELLULOSE PROD.IN,CHATTANOOGA,TN,37410,103 W 45TH ST,HAMILTON COUNTY,35,-85.32,322110,C,Pulp and Paper,30243.836,30212.6,14.25,16.986,,,,,,,,,,30243.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000034,1.10E+11,ADM SOYBEAN PROCESSING - DES MOINES,DES MOINES,IA,50313,1935 EAST EUCLID AVENUE,POLK COUNTY,41.63,-93.58,311224,C,Other,147313.24,146332.4,361,619.84,,,,,,,,,,147313.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1014236,1.10E+11,ADM Southport,Southport,NC,28461,1730 E Moore Street SE,BRUNSWICK COUNTY,33.95,-78,325199,C,Chemicals,65370.002,65302.3,30.75,36.952,,,,,,,,,,65370.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1011961,1.10E+11,ADM Valdosta,Valdosta,GA,31601,1841 Clay Road,LOWNDES COUNTY,30.83,-83.25,311224,C,Other,61373.626,61224.5,41.25,107.876,,,,,,,,,6395.9,61373.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001991,1.10E+11,ADRIAN LANDFILL,ADRIAN,MI,49221,1970 N OGDEN HWY,LENAWEE COUNTY,41.89,-84.06,562212,HH,Waste,8227.5,,8227.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8227.5,,,,N,N,N
1001633,1.10E+11,ADS-CEDAR HILL LANDFILL,RAGLAND,AL,35131,1319 NO BUSINESS CREEK ROAD,ST. CLAIR COUNTY,33.68,-86.25,562212,HH,Waste,19703.25,,19703.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19703.25,,,,N,N,N
1001636,1.10E+11,ADS-PECAN ROW-EVERGREEN LANDFILLS,VALDOSTA,GA,31601,2995 WETHERINGTON LANE,LOWNDES COUNTY,30.81,-83.36,562212,HH,Waste,160012.5,,160012.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160012.5,,,,N,N,N
1006790,1.10E+11,ADS-STAR RIDGE LANDFILL,MOODY,AL,35004,3301 ACMAR ROAD,ST. CLAIR COUNTY,33.61,-86.51,562212,HH,Waste,36608.25,,36608.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36608.25,,,,N,N,N
1002094,1.10E+11,ADS/MCLEAN COUNTY LANDFILL,BLOOMINGTON,IL,61704,2105 W OAKLAND AVE,MCLEAN COUNTY,40.47,-89.03,562212,HH,Waste,3493.25,,3493.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3493.25,,,,N,N,N
1001845,1.10E+11,ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,WISCONSIN RAPIDS,WI,54495,2510 ENGEL ROAD,WOOD COUNTY,44.41,-89.85,562212,"C,HH",Waste,24192.496,357.4,23834.5,0.596,,,,,,,,,,358.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23834.25,,,,N,N,N
1003038,1.10E+11,"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",MACON,MO,63552,31226 INTREPID ROAD,MACON COUNTY,39.73,-92.54,562212,"C,HH",Waste,30997.5,74.5,30923,,,,,,,,,,,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30923,,,,N,N,N
1006979,1.10E+11,ADVANCED DISPOSAL OAK RIDGE LANDFILL,BALWIN,MO,63021,1741 SULPHUR SPRING ROAD,ST. LOUIS COUNTY,38.56,-90.53,562212,HH,Waste,11405.25,,11405.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11405.25,,,,N,N,N
1001637,1.10E+11,ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,DAVIS JUNCTION,IL,61020,8290 HIGHWAY 251,OGLE COUNTY,42.14,-89.09,562212,"C,HH",Waste,164238.398,503.6,163734.5,0.298,,,,,,,,,,504.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163734.25,,,,N,N,N
1006963,1.10E+11,ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC,DECATUR,IL,62522,1363 BEAR RD,MACON COUNTY,39.82,-89.04,562212,"C,HH",Waste,42379.948,692.4,41687.25,0.298,,,,,,,,,,692.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41687,,,,N,N,N
1000627,1.10E+11,ADVANSIX INC - CHESTERFIELD PLANT,CHESTER,VA,23836,4101 BERMUDA HUNDRED RD,CHESTERFIELD COUNTY,37.34,-77.29,325211,C,Other,59228.576,59167.2,28,33.376,,,,,,,,,,59228.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000630,1.10E+11,ADVANSIX INCORPORATED - HOPEWELL,HOPEWELL,VA,23860,905 EAST RANDOLPH ROAD,HOPEWELL CITY,37.18,-77.16,325199,"C,G,PP","Chemicals,Suppliers of CO2",1206917.816,1206346.8,260.5,310.516,,,,,,,,,,553882.116,,,,653035.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,N
1005310,1.10E+11,AES - PUERTO RICO COGENERATION PLANT,GUAYAMA,PR,785,"KM 142, RTE. #3 BO. JOBOS",GUAYAMA MUNICIPIO,17.95,-66.15,221112,C,Power Plants,3795966.434,3769651.3,9624.75,16690.384,,,,,,,,,,3795966.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001444,1.10E+11,AES Alamitos,LONG BEACH,CA,90803,690 N STUDEBAKER ROAD,Los Angeles,33.77,-118.1,221112,"C,D",Power Plants,1512393.796,1510858.3,700.5,834.996,,,,,,,,,,5603.728,1506790.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005972,1.10E+11,AES HAWAII INC,KAPOLEI,HI,96707,91-086 KAOMI LP,HONOLULU COUNTY,21.3,-158.11,221112,C,Power Plants,1068811.398,1059350.9,3455.5,6004.998,,,,,,,,,,1068811.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001447,1.10E+11,AES Huntington Beach,HUNTINGTON BEACH,CA,92646,21730 NEWLAND ST,Orange,33.64,-117.98,221112,"C,D",Power Plants,1501324.036,1499799.5,695.5,829.036,,,,,,,,,,5036.132,1496287.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001450,1.10E+11,AES Redondo Beach,REDONDO BEACH,CA,90277,1100 N HARBOR DRIVE,Los Angeles,33.85,-118.4,221112,D,Power Plants,192627.088,192432,89,106.088,,,,,,,,,,,192627.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001223,1.10E+11,AES Warrior Run,CUMBERLAND,MD,21502,11600 MEXICO FARMS RD SE,Allegany,39.59,-78.75,221112,"C,D,PP","Power Plants,Suppliers of CO2",1411841.348,1400528.7,4138,7174.648,,,,,,,,,,145.1,1411696.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003853,1.10E+11,AFTON CHEMICAL CORP,SAUGET,IL,62201,501 MONSANTO AVE.,ST. CLAIR COUNTY,38.6,-90.17,324191,C,Petroleum and Natural Gas Systems,51908.304,51854.6,24.5,29.204,,,,,,,,,,51908.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007551,1.10E+11,AG Energy,Ogdensburg,NY,13669,21 Entrance Avenue,ST. LAWRENCE COUNTY,44.73,-75.44,221112,"C,D",Power Plants,6778.724,6771.6,3.25,3.874,,,,,,,,,,6778.724,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002069,1.10E+11,AG PROCESSING INC,EMMETSBURG,IA,50536,4739 380TH ST,PALO ALTO COUNTY,43.1,-94.65,311224,C,Other,24670.108,24644.9,11.5,13.708,,,,,,,,,,24670.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002070,1.10E+11,AG PROCESSING INC A COOP-MANNING,MANNING,IA,51455,1000 300TH STREET,CARROLL COUNTY,41.92,-95.07,311224,C,Other,22416.516,22393.5,10.5,12.516,,,,,,,,,,22416.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006054,1.10E+11,AG PROCESSING INC-EAGLE GROVE,EAGLE GROVE,IA,50533,500 NORTH COMMERCIAL AVENUE,WRIGHT COUNTY,42.67,-93.9,311224,C,Other,74322.72,74246,35,41.72,,,,,,,,,,74322.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002408,1.10E+11,AG PROCESSING INC-SHELDON,SHELDON,IA,51201,804 2ND AVE,O'BRIEN COUNTY,43.18,-95.86,311224,C,Other,27003.348,26975.4,12.75,15.198,,,,,,,,,,27003.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002291,1.10E+11,AG PROCESSING INCORPORATED A COOPERATIVE,DAWSON,MN,56232,800 DIAGONAL STREET,LAC QUI PARLE COUNTY,44.93,-96.06,311224,C,Other,36929.36,36891,17.5,20.86,,,,,,,,,,36929.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007333,1.10E+11,AGC FLAT GLASS N AMERICA INC,RICHMOND,KY,40475,201 DUNCANNON LANE,MADISON COUNTY,37.7,-84.27,327211,"C,N",Minerals,88408.856,88342,30.5,36.356,,,,,,,,,,0,,,,,,,,,88408.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002067,1.10E+11,AGP SOY/CORN PROCESSING,HASTINGS,NE,68901,2801 E 7TH ST,ADAMS COUNTY,40.59,-98.34,311224,C,Other,186097.972,184808,473.75,816.222,,,,,,,,,,186097.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005284,1.10E+11,AGRI ENERGY LLC,LUVERNE,MN,56156,502 SOUTH WALNUT AVENUE,ROCK COUNTY,43.65,-96.22,325199,"C,II","Chemicals,Waste",2211.992,2198.3,12.5,1.192,,,,,,,,,,2200.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,N,N,N
1002380,1.10E+11,AGRIUM US BORGER NITROGEN OPERATIONS,BORGER,TX,79007,9201 FM 1551,HUTCHINSON COUNTY,35.64,-101.42,325311,"C,G,PP","Chemicals,Suppliers of CO2",730767.124,730390.1,172,205.024,,,,,,,,,,365381.624,,,,365385.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N
1004236,1.10E+11,AGRIUM US INC - KFO,KENNEWICK,WA,99337,227515 E BOWLES ROAD,BENTON COUNTY,46.17,-119.02,325311,"C,U,V",Chemicals,186638.096,10459.4,0.5,176178.196,,,,,,,,,,798.396,,,,,,,,,,,,,,,,9662.1,176177.6,,,,,,,,,,,,,,,,,,,,N,N,N
1001919,1.10E+11,AHN Heartland Ingredients,EDDYVILLE,IA,52553,1116 Highway 137,MONROE COUNTY,41.14,-92.65,311119,C,Other,113044.424,112927.7,53.25,63.474,,,,,,,,,,113044.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006430,1.10E+11,"AIR LIQUID LARGE INDUSTRIES US, LP",EL SEGUNDO,CA,90245,324 W EL SEGUNDO BLVD,LOS ANGELES COUNTY,33.91,-118.4,325120,P,Chemicals,532253.6,532253.6,,,,,,,,,,,,,,,,,,,,,,,532253.6,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003724,1.10E+11,AIR LIQUIDE - CORPUS CHRISTI SMR,CORPUS CHRISTI,TX,78407,5880 UP RIVER ROAD,NUECES COUNTY,27.81,-97.47,325120,P,Chemicals,355697.4,355697.4,,,,,,,,,,,,,,,,,,,,,,,355697.4,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003730,1.10E+11,AIR LIQUIDE - FREEPORT HYCO PLANT,FREEPORT,TX,77541,2398 VICTORIA ROAD,BRAZORIA COUNTY,28.98,-95.38,325120,"C,P",Chemicals,198256.4,198256.4,,,,,,,,,,,,0.4,,,,,,,,,,,198256,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003780,1.10E+11,AIR LIQUIDE - PORT NECHES ASU COGENERATION PLANT,PORT NECHES,TX,77651,2121 PARK STREET,JEFFERSON COUNTY,29.98,-93.95,325120,C,Chemicals,3369.488,3366.2,1.5,1.788,,,,,,,,,,3369.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003910,1.10E+11,AIR LIQUIDE AMERICA CORP,LONGVIEW,TX,75602,2292 Callahan Rd,HARRISON COUNTY,32.45,-94.69,325120,P,Chemicals,452437,452437,,,,,,,,,,,,,,,,,,,,,,,452437,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006115,1.10E+11,AIR LIQUIDE AMERICA CORP.,GEISMAR,LA,70734,36597 HWY 30,ASCENSION PARISH,30.21,-90.99,325120,C,Chemicals,332633.148,332290.1,156.5,186.548,,,,,,,,,,332633.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
