Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC22 Production from HFC23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems - Offshore Production,Petroleum and Natural Gas Systems - Processing,Petroleum and Natural Gas Systems - Transmission/Compression,Petroleum and Natural Gas Systems - Underground Storage,Petroleum and Natural Gas Systems - LNG Storage,Petroleum and Natural Gas Systems - LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,CO2 used for NH3 / Lime?,Supplier of CO2?,CEMS?
1004377,1.10E+11,121 REGIONAL DISPOSAL FACILITY,MELISSA,TX,75454,3820 SAM RAYBURN HIGHWAY,COLLIN COUNTY,33.3,-96.54,562212,HH,Waste,504064,,504064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504064,,,,N,N,N
1000112,1.10E+11,23rd and 3rd,BROOKLYN,NY,11232,730 3rd Avenue,Kings,40.66,-74,221112,"C,D",Power Plants,60819.7,60751.2,31.25,37.25,,,,,,,,,,199.1,60620.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1013621,1.10E+11,3Bear Libby Gas Plant,Hobbs,NM,88240,674 Marathon Rd,LEA COUNTY,32.54,-103.52,211130,"C,W-PROC",Petroleum and Natural Gas Systems,40521.81,39555.5,945.75,20.56,,,,,,,,,,29729.99,,,,,,,,,,,,,,,,,,,10791.82,,,,,,,,,,,,,,,,,,N,N,N
1003742,1.10E+11,31st Street Landfill,WESTCHESTER,IL,60154,11700 W 31ST ST,COOK COUNTY,41.84,-87.92,562212,"C,HH",Waste,100500.95,334.9,100165.75,0.3,,,,,,,,,,335.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100165.5,,,,N,N,N
1003188,1.10E+11,3M BROWNWOOD,BROWNWOOD,TX,76801,4501 HIGHWAY 377 SOUTH,BROWN COUNTY,31.67,-99,326113,"C,N",Minerals,29359.64,29329.5,13.75,16.39,,,,,,,,,,29237.34,,,,,,,,,122.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005043,1.10E+11,3M CO,MAPLEWOOD,MN,55144,,RAMSEY COUNTY,44.95,-93,541715,C,Other,82308.24,82223,38.75,46.49,,,,,,,,,,82308.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012037,1.10E+11,50 Buttes Gas Plant,Gillette,WY,82716,3669 South Hwy 50,CAMPBELL COUNTY,43.76,-105.79,213112,"C,W-PROC",Petroleum and Natural Gas Systems,72243.54,70339.7,1864.5,39.34,,,,,,,,,,68093.69,,,,,,,,,,,,,,,,,,,4149.84,,,,,,,,,,,,,,,,,,N,N,N
1003739,1.10E+11,3M CO - GUIN,GUIN,AL,35563,6675 US HIGHWAY 43,MARION COUNTY,33.97,-87.9,326113,"C,N",Minerals,27083,27055.6,12.5,14.9,,,,,,,,,,26371.6,,,,,,,,,711.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007698,1.10E+11,3M CO - WAUSAU DOWNTOWN,WAUSAU,WI,54401,144 ROSECRANS ST,MARATHON COUNTY,44.95,-89.64,212313,C,Other,46909.12,46851.2,24.25,33.67,,,,,,,,,,46909.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004206,1.10E+11,3M COMPANY,DECATUR,AL,35609,1400 STATE DOCKS RD.,MORGAN COUNTY,34.64,-87.04,325211,"C,L,OO","Chemicals,Industrial Gas Suppliers",44016.26,42016.6,19.75,23.84,74,,,,,,2.07,1880,,42060.19,,,,,,,,1956.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006665,1.10E+11,3M CORDOVA,CORDOVA,IL,61242,22614 ROUTE 84 NORTH,ROCK ISLAND COUNTY,41.76,-90.28,325998,"C,L,OO","Chemicals,Industrial Gas Suppliers",657865.9,28548.5,13.5,16.39,12856.99,548818.09,1322.4,,50165.58,4150.01,8.63,11965.8,,28578.39,,,,,,,,629287.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004836,1.10E+11,3M Cottage Grove Center - Site,Cottage Grove,MN,55016,10746 Innovation Rd,WASHINGTON COUNTY,44.79,-92.91,325998,"C,L,N,OO","Chemicals,Industrial Gas Suppliers,Minerals",49540.27,32804.8,20,44.4,141.18,,,,14213,54.88,0.82,2261.2,2006.9,32265.3,,,,,,,,16671.07,603.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003408,1.10E+11,3M INDUSTRIAL MINERAL PRODUCTS DIVISION,LITTLE ROCK,AR,72206,3110 WALTERS DRIVE,PULASKI COUNTY,34.71,-92.24,212399,C,Other,33733.43,33689.5,18,25.93,,,,,,,,,,33733.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004914,1.10E+11,3M MAGNETIC TAPE MANUFACTURING DIVISION,HUTCHINSON,MN,55350,905-915 ADAMS STREET SOUTHEAST,MCLEOD COUNTY,44.88,-94.36,326199,C,Other,39621.3,39580.2,18.75,22.35,,,,,,,,,,39621.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004804,1.10E+11,3M NEVADA PLANT,NEVADA,MO,64772,2120 E. AUSTIN,VERNON COUNTY,37.83,-94.33,326113,C,Other,31562.83,31530.5,14.75,17.58,,,,,,,,,,31562.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1013282,,3M Pittsboro,Moncure,NC,27559,4191 Hwy 87 South,,35.66,-79.18,327999,C,Minerals,25996.85,25970,12.25,14.6,,,,,,,,,,25996.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001106,1.10E+11,48th Street Peaking Station,HOLLAND,MI,49423,491 E 48TH ST,Allegan,42.76,-86.09,221112,"C,D",Power Plants,49160.67,49110.8,22.75,27.12,,,,,,,,,,101.5,49059.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004680,1.10E+11,58TH ST LF (MAIN COUNTY LF),MIAMI,FL,33178,8831 NW 58TH ST,MIAMI-DADE COUNTY,25.83,-80.35,562212,HH,Waste,63873.5,,63873.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63873.5,,,,N,N,N
1000766,1.10E+11,59th Street,NEW YORK,NY,10019,850 12TH AVE,New York,40.77,-73.99,221330,C,Power Plants,149968.98,149813.6,70.75,84.63,,,,,,,,,,149968.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007733,1.10E+11,69TH ST WWTP,HOUSTON,TX,77020,2525 SSGT MACARIO GARCIA DR,HARRIS COUNTY,29.76,-95.3,221320,C,Other,21730.67,21708.2,10.25,12.22,,,,,,,,,,21730.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000767,1.10E+11,74th Street,NEW YORK,NY,10021,506 E 75TH ST,New York,40.77,-73.95,221330,C,Power Plants,174902.71,174717.2,83,102.51,,,,,,,,,,174902.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001033,1.10E+11,A B Brown Generating Station,MOUNT VERNON,IN,47620,8511 WELBORN ROAD,Posey,37.91,-87.72,221112,D,Power Plants,2386473.35,2367453.9,6958.5,12060.95,,,,,,,,,,,2386473.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012058,1.10E+11,"A.C.M.S., Inc.",Lake Panasoffkee,FL,33538,835 CR 529,SUMTER COUNTY,28.74,-82.09,562212,HH,Waste,210709.75,,210709.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210709.75,,,,N,N,N
1013527,,A.J. Mihm Generating Station,Pelkie,MI,49958,816017 Sarya Road,,46.79,-88.62,221112,C,Power Plants,123398.14,123271,58,69.14,,,,,,,,,,123398.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006009,1.10E+11,ABB Inc.,Mt. Pleasant,PA,15666,100 Distribution Circle,WESTMORELAND COUNTY,40.18,-79.58,335313,SS,Other,11023.8,,,,,,11023.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11023.8,,N,N,N
1002983,1.10E+11,ABBOTT PARK FACILITY,ABBOTT PARK,IL,60064,100 ABBOTT PARK RD,LAKE COUNTY,42.3,-87.89,424210,C,Other,55009.39,54952.4,26,30.99,,,,,,,,,,55009.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007514,1.10E+11,ABBVIE LTD.,BARCELONETA,PR,617,RD 2 KM 58.0,BARCELONETA MUNICIPIO,18.43,-66.57,325412,C,Chemicals,64383.47,64300,34,49.47,,,,,,,,,,64383.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004511,1.10E+11,ABC COKE,TARRANT,AL,35217,ONE RAILROAD AVENUE,JEFFERSON COUNTY,33.58,-86.78,324199,"C,Q",Metals,171414.2,171264.6,45,104.6,,,,,,,,,,162236.11,,,,,,,,,,,,9178.08,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005353,1.10E+11,ABERDEEN ENERGY LLC,MINA,SD,57451,13435 370TH AVENUE,EDMUNDS COUNTY,45.44,-98.79,325193,C,Other,196953.31,196750,92.75,110.56,,,,,,,,,,196953.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006971,1.10E+11,ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,APG,MD,21005,4304 Susquehanna Ave,HARFORD COUNTY,39.4,-76.31,928110,C,Other,95765.88,95626.4,54.25,85.23,,,,,,,,,,95765.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002627,1.10E+11,ABSOLUTE ENERGY LLC,ST ANSGAR (MONA),IA,50472,1372 STATELINE ROAD,MITCHELL COUNTY,43.5,-92.92,325193,"C,II","Other,Waste",142519.35,142197.9,239.5,81.95,,,,,,,,,577.4,142347.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.5,,,N,N,N
1006529,1.10E+11,ACADIA PARISH POLICE JURY - ACADIA PARISH SANITARY LANDFILL,EGAN,LA,70531,611 PETAL RD,ACADIA PARISH,30.26,-92.53,562111,HH,Waste,45082.5,,45082.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45082.5,,,,N,N,N
1002685,1.10E+11,AC 857 A,Offshore,TX,0,,,26.3,-94.9,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,195340.75,190343.9,4833.25,163.6,,,,,,,,,,181583.67,,,,,,,,,,,,,,,,,,13757.09,,,,,,,,,,,,,,,,,,,N,N,N
1004761,1.10E+11,ACE ETHANOL LLC,STANLEY,WI,54768,815 WEST MAPLE STREET,CHIPPEWA COUNTY,44.96,-90.96,325193,"C,PP","Other,Suppliers of CO2",69300.84,69229.6,32.5,38.74,,,,,,,,,,69300.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005601,1.10E+11,ACME BRICK CO ELGIN PLANT,ELGIN,TX,78621,1776 OLD MCDADE RD,BASTROP COUNTY,30.33,-97.29,327120,C,Minerals,26692.3,26664.9,12.5,14.9,,,,,,,,,,26692.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005046,1.10E+11,ACME GYPSUM FACILITY,QUANAH,TX,79252,4164 HIGHWAY 285,HARDEMAN COUNTY,34.32,-99.82,327420,C,Minerals,39773,39731.9,18.75,22.35,,,,,,,,,,39773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002731,1.10E+11,ADA COGENERATION,ADA,MI,49355,7575 FULTON STREET EAST,KENT COUNTY,42.96,-85.48,221112,C,Power Plants,85831.68,85742.9,40.5,48.28,,,,,,,,,,85831.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003752,1.10E+11,"ADA Carbon Solutions (Red River), LLC",Coushatta,LA,71019,201 Red River Mine Road,RED RIVER PARISH,32.01,-93.39,325998,C,Chemicals,194427.16,194415.1,5.5,6.56,,,,,,,,,,194427.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003422,1.10E+11,ADKINS ENERGY LLC,LENA,IL,61048,4350 WEST GALENA ROAD,STEPHENSON COUNTY,42.36,-89.8,325193,C,Other,86205.08,86116.3,40.5,48.28,,,,,,,,,,86205.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002154,1.10E+11,ADM - MANKATO,MANKATO,MN,56001,2019 3RD AVENUE,BLUE EARTH COUNTY,44.19,-94,311225,C,Other,139900.22,138951.6,348.75,599.87,,,,,,,,,,139900.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006047,1.10E+11,ADM CORN PROCESSING,CEDAR RAPIDS,IA,52404,1350 WACONIA AVENUE SOUTHWEST,LINN COUNTY,41.92,-91.69,311221,"C,II","Other,Waste",2338390.15,2324242.1,5699.75,8448.3,,,,,,,,,2551.4,2337631.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.25,,,N,N,N
1006208,1.10E+11,ADM CORN PROCESSING,CLINTON,IA,52732,1251 BEAVER CHANNEL PARKWAY,CLINTON COUNTY,41.82,-90.21,311221,"C,TT","Other,Waste",2110774.53,2094574.3,6118,10082.23,,,,,,,,,77446,2110545.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.75,N,N,N
1010610,1.10E+11,ADM Deerfield,Deerfield,MO,64741,17700 South Highway T,VERNON COUNTY,37.81,-94.59,311224,C,Other,41564.84,41522.1,19.5,23.24,,,,,,,,,,41564.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1011855,1.10E+11,ADM Fostoria,Fostoria,OH,44830,608 FINDLAY ROAD,HANCOCK COUNTY,41.15,-83.43,311224,C,Other,27777.3,27748.8,13,15.5,,,,,,,,,,27777.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000376,1.10E+11,ADM QUINCY,QUINCY,IL,62305,2100 GARDNER EXPRESSWAY,ADAMS COUNTY,39.9,-91.41,311224,C,Other,104084.41,103977,49,58.41,,,,,,,,,,104084.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006080,1.10E+11,ADM SOUTHERN CELLULOSE PROD.IN,CHATTANOOGA,TN,37410,103 W 45TH ST,HAMILTON COUNTY,35,-85.32,322110,C,Pulp and Paper,26863.85,26835.9,12.75,15.2,,,,,,,,,,26863.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000034,1.10E+11,ADM SOYBEAN PROCESSING - DES MOINES,DES MOINES,IA,50313,1935 EAST EUCLID AVENUE,POLK COUNTY,41.63,-93.58,311224,C,Other,153766.68,152702.2,391,673.48,,,,,,,,,,153766.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1011961,1.10E+11,ADM Valdosta,Valdosta,GA,31601,1841 Clay Road,LOWNDES COUNTY,30.83,-83.25,311224,C,Other,52420.73,51831.7,101.5,487.53,,,,,,,,,40060.4,52420.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001991,1.10E+11,ADRIAN LANDFILL,ADRIAN,MI,49221,1970 N OGDEN HWY,LENAWEE COUNTY,41.89,-83.99,562212,HH,Waste,6576.25,,6576.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6576.25,,,,N,N,N
1001633,1.10E+11,ADS-CEDAR HILL LANDFILL,RAGLAND,AL,35131,1319 NO BUSINESS CREEK ROAD,ST. CLAIR COUNTY,33.68,-86.25,562212,"C,HH",Waste,141324.16,,141303,21.16,,,,,,,,,5840.5,30.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141294,,,,N,N,N
1001636,1.10E+11,ADS-PECAN ROW-EVERGREEN LANDFILLS,VALDOSTA,GA,31601,2995 WETHERINGTON LANE,LOWNDES COUNTY,30.81,-83.36,562212,HH,Waste,319537,,319537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319537,,,,N,N,N
1006790,1.10E+11,ADS-STAR RIDGE LANDFILL,MOODY,AL,35004,3301 ACMAR ROAD,ST. CLAIR COUNTY,33.61,-86.52,562212,HH,Waste,151287.25,,151287.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151287.25,,,,N,N,N
1002094,1.10E+11,ADS/MCLEAN COUNTY LANDFILL,BLOOMINGTON,IL,61704,2105 W OAKLAND AVE,MCLEAN COUNTY,40.47,-89.03,562212,HH,Waste,4266.75,,4266.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4266.75,,,,N,N,N
1001845,1.10E+11,ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,WISCONSIN RAPIDS,WI,54495,2510 ENGEL ROAD,WOOD COUNTY,44.41,-89.85,562212,"C,HH",Waste,20077.15,148.9,19928.25,,,,,,,,,,,148.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19928.25,,,,N,N,N
1003038,1.10E+11,"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",MACON,MO,63552,31226 INTREPID ROAD,MACON COUNTY,39.73,-92.54,562212,"C,HH",Waste,21802.7,70.9,21731.5,0.3,,,,,,,,,,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21731.5,,,,N,N,N
1006979,1.10E+11,ADVANCED DISPOSAL OAK RIDGE LANDFILL,BALWIN,MO,63021,1741 SULPHUR SPRING ROAD,ST. LOUIS COUNTY,38.56,-90.53,562212,HH,Waste,5362.25,,5362.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5362.25,,,,N,N,N
1001637,1.10E+11,ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,DAVIS JUNCTION,IL,61020,8290 HIGHWAY 251,OGLE COUNTY,42.14,-89.09,562212,"C,HH",Waste,192679.1,62.1,192617,,,,,,,,,,,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192617,,,,N,N,N
1006963,1.10E+11,ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC,DECATUR,IL,62522,1363 BEAR RD,MACON COUNTY,39.82,-89.04,562212,"C,HH",Waste,33001.6,83.6,32918,,,,,,,,,,,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32918,,,,N,N,N
1000627,1.10E+11,ADVANSIX INC - CHESTERFIELD PLANT,CHESTER,VA,23836,4101 BERMUDA HUNDRED RD,CHESTERFIELD COUNTY,37.34,-77.29,325211,C,Other,57749.83,57689.8,27.25,32.78,,,,,,,,,,57749.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000630,1.10E+11,ADVANSIX INCORPORATED - HOPEWELL,HOPEWELL,VA,23860,905 EAST RANDOLPH ROAD,HOPEWELL CITY,37.18,-77.16,325199,"C,G,PP","Chemicals,Suppliers of CO2",1181515.79,1180950.8,257.75,307.24,,,,,,,,,,547761.39,,,,633754.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,N
1005310,1.10E+11,AES - PUERTO RICO COGENERATION PLANT,GUAYAMA,PR,785,"KM 142, RTE. #3 BO. JOBOS",GUAYAMA MUNICIPIO,17.95,-66.15,221112,C,Power Plants,3431800.86,3408333.5,8583.75,14883.61,,,,,,,,,,3431800.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001444,1.10E+11,AES Alamitos,LONG BEACH,CA,90803,690 N STUDEBAKER ROAD,Los Angeles,33.77,-118.1,221112,"C,D",Power Plants,823900,823063.2,381.75,455.05,,,,,,,,,,5529.98,818370.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005972,1.10E+11,AES HAWAII INC,KAPOLEI,HI,96707,91-086 KAOMI LP,HONOLULU COUNTY,21.3,-158.11,221112,C,Power Plants,1186453.74,1176424.6,3664.75,6364.39,,,,,,,,,,1186453.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001447,1.10E+11,AES Huntington Beach,HUNTINGTON BEACH,CA,92646,21730 NEWLAND ST,Orange,33.64,-117.98,221112,"C,D",Power Plants,516763.94,516239.5,239.25,285.19,,,,,,,,,,6312.38,510451.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001450,1.10E+11,AES Redondo Beach,REDONDO BEACH,CA,90277,1100 N HARBOR DRIVE,Los Angeles,33.85,-118.4,221112,D,Power Plants,239844.36,239600.5,111.25,132.61,,,,,,,,,,,239844.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001223,1.10E+11,AES Warrior Run,CUMBERLAND,MD,21502,11600 MEXICO FARMS RD SE,Allegany,39.59,-78.75,221112,"C,D,PP","Power Plants,Suppliers of CO2",1117382.99,1108429.9,3275,5678.09,,,,,,,,,,115.8,1117267.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003853,1.10E+11,AFTON CHEMICAL CORP,SAUGET,IL,62201,501 MONSANTO AVE.,ST. CLAIR COUNTY,38.6,-90.17,324191,C,Petroleum and Natural Gas Systems,50044.16,49992.1,23.75,28.31,,,,,,,,,,50044.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007551,1.10E+11,AG Energy,Ogdensburg,NY,13669,21 Entrance Avenue,ST. LAWRENCE COUNTY,44.73,-75.44,221112,"C,D",Power Plants,7329.67,7322,3.5,4.17,,,,,,,,,,7329.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002069,1.10E+11,AG PROCESSING INC,EMMETSBURG,IA,50536,4739 380TH ST,PALO ALTO COUNTY,43.1,-94.65,311224,C,Other,25396,25369.7,12,14.3,,,,,,,,,,25396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002070,1.10E+11,AG PROCESSING INC A COOP-MANNING,MANNING,IA,51455,1000 300TH STREET,CARROLL COUNTY,41.92,-95.07,311224,C,Other,20570.77,20549.4,9.75,11.62,,,,,,,,,,20570.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006054,1.10E+11,AG PROCESSING INC-EAGLE GROVE,EAGLE GROVE,IA,50533,500 NORTH COMMERCIAL AVENUE,WRIGHT COUNTY,42.67,-93.9,311224,C,Other,66086.45,66018.5,31,36.95,,,,,,,,,,66086.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002408,1.10E+11,AG PROCESSING INC-SHELDON,SHELDON,IA,51201,804 2ND AVE,O'BRIEN COUNTY,43.18,-95.86,311224,C,Other,27849.4,27820.9,13,15.5,,,,,,,,,,27849.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002291,1.10E+11,AG PROCESSING INCORPORATED A COOPERATIVE,DAWSON,MN,56232,800 DIAGONAL STREET,LAC QUI PARLE COUNTY,44.93,-96.06,311224,C,Other,38906,38866,18.25,21.75,,,,,,,,,,38906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007333,1.10E+11,AGC FLAT GLASS N AMERICA INC,RICHMOND,KY,40475,201 DUNCANNON LANE,MADISON COUNTY,37.7,-84.27,327211,"C,N",Minerals,77596.45,77543,24.25,29.2,,,,,,,,,,53.45,,,,,,,,,77543,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004631,1.10E+11,AGC FLAT GLASS NORTH AMERICA SPRING HILL PLANT,SPRING HILL,KS,66083,20400 NORTH WEBSTER STREET,JOHNSON COUNTY,38.76,-94.83,327211,"C,N",Minerals,101902.57,101825.3,35.25,42.02,,,,,,,,,,75058.97,,,,,,,,,26843.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005824,1.10E+11,AGC-GREENLAND FLATGLASS PLANT,CHURCH HILL,TN,37642,600 AFG ROAD,HAWKINS COUNTY,36.5,-82.78,327211,"C,N",Minerals,117946.72,117882.6,29.25,34.87,,,,,,,,,,67059.52,,,,,,,,,50887.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002067,1.10E+11,AGP SOY/CORN PROCESSING,HASTINGS,NE,68901,2801 E 7TH ST,ADAMS COUNTY,40.59,-98.34,311224,C,Other,184240.12,182868.3,503.75,868.07,,,,,,,,,,184240.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005284,1.10E+11,AGRI ENERGY LLC,LUVERNE,MN,56156,502 SOUTH WALNUT AVENUE,ROCK COUNTY,43.65,-96.22,325199,"C,II","Chemicals,Waste",5563.08,5555.1,5,2.98,,,,,,,,,,5560.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,N,N,N
1002380,1.10E+11,AGRIUM US BORGER NITROGEN OPERATIONS,BORGER,TX,79007,9201 FM 1551,HUTCHINSON COUNTY,35.64,-101.42,325311,"C,G,PP","Chemicals,Suppliers of CO2",955607.87,955161.8,203.5,242.57,,,,,,,,,,432219.47,,,,523388.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N
1004236,1.10E+11,AGRIUM US INC - KFO,KENNEWICK,WA,99337,227515 E BOWLES ROAD,BENTON COUNTY,46.17,-119.02,325311,"C,U,V",Chemicals,145127.44,10847,0.75,134279.69,,,,,,,,,,1748.54,,,,,,,,,,,,,,,,9100.1,134278.8,,,,,,,,,,,,,,,,,,,,N,N,N
1001919,1.10E+11,AHN Heartland Ingredients,EDDYVILLE,IA,52553,1116 Highway 137,MONROE COUNTY,41.14,-92.65,311119,C,Other,111912.63,111797,52.75,62.88,,,,,,,,,,111912.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006430,1.10E+11,"AIR LIQUID LARGE INDUSTRIES US, LP",EL SEGUNDO,CA,90245,324 W EL SEGUNDO BLVD,LOS ANGELES COUNTY,33.91,-118.4,325120,P,Chemicals,556606.1,556606.1,,,,,,,,,,,,,,,,,,,,,,,556606.1,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
